text,label
Please send my lunch,nutrition_request
I want food please,nutrition_request
Can I get a meal tray,nutrition_request
Please arrange lunch for me,nutrition_request
I feel like eating something,nutrition_request
Could you bring dinner,nutrition_request
Please send breakfast,nutrition_request
I want to order lunch,nutrition_request
Can I request a meal,nutrition_request
Please bring dinner for me,nutrition_request
I need some food,nutrition_request
Can I have my lunch now,nutrition_request
Please send my breakfast tray,nutrition_request
I would like something to eat,nutrition_request
Could I get my dinner,nutrition_request
I want to eat something,nutrition_request
Can I request breakfast,nutrition_request
Please arrange my meal,nutrition_request
Could someone bring lunch,nutrition_request
I want dinner served,nutrition_request
Please bring my breakfast,nutrition_request
I would like food now,nutrition_request
Can I get my dinner tray,nutrition_request
Please send my lunch tray,nutrition_request
I want a snack now,nutrition_request
Can I request dinner,nutrition_request
Please arrange my breakfast,nutrition_request
Could someone send food,nutrition_request
I need something to eat,nutrition_request
Please bring my lunch tray,nutrition_request
Can I have dinner now,nutrition_request
I want to order dinner,nutrition_request
Please arrange food for me,nutrition_request
Could I get something light to eat,nutrition_request
Please send a meal tray,nutrition_request
I want to request breakfast,nutrition_request
Can I get lunch served,nutrition_request
Please bring something to eat,nutrition_request
I want my meal now,nutrition_request
I need a blanket,utility_request
Can I get an extra pillow,utility_request
Please bring a charger,utility_request
I need a wheelchair,utility_request
Please send housekeeping,utility_request
I need an extra bedsheet,utility_request
Can I get another pillow,utility_request
Please bring a blanket for me,utility_request
I need help with the room cleaning,utility_request
Can I get a phone charger,utility_request
I need a wheelchair to move,utility_request
Please bring an extra blanket,utility_request
Could someone clean my room,utility_request
I need a pillow please,utility_request
Please send housekeeping staff,utility_request
I need a charger for my phone,utility_request
Please bring a fresh bedsheet,utility_request
Can someone bring me a blanket,utility_request
I need housekeeping assistance,utility_request
Please arrange a wheelchair,utility_request
Could someone bring a charger for me,utility_request
I need an extra pillow for comfort,utility_request
Please send room cleaning service,utility_request
I need a fresh bedsheet,utility_request
Can someone bring a blanket quickly,utility_request
Please arrange housekeeping for my room,utility_request
I need help with room cleaning,utility_request
Could I get a charger please,utility_request
Please bring an extra pillow,utility_request
I need a wheelchair to go outside,utility_request
Can you send housekeeping staff,utility_request
Please provide another blanket,utility_request
I need a pillow for support,utility_request
Can someone clean my room please,utility_request
Please bring a charger to my room,utility_request
I need a clean bedsheet,utility_request
Please arrange a blanket for me,utility_request
Could someone bring an extra pillow,utility_request
I need housekeeping service,utility_request
Can I get a blanket now,utility_request
Please provide a wheelchair,utility_request
I need a charger urgently,utility_request
Can someone bring a clean bedsheet,utility_request
Please arrange a pillow for me,utility_request
I need a blanket because it's cold,utility_request
Can I get housekeeping assistance,utility_request
Please send a wheelchair to my room,utility_request
I need room cleaning service,utility_request
Could you bring a charger here,utility_request
Please bring an extra bedsheet,utility_request
I need a blanket and pillow,utility_request
Can I request housekeeping now,utility_request
Please arrange a charger for my phone,utility_request
I need a pillow for my neck,utility_request
Could someone provide a clean blanket,utility_request
Please bring a charger immediately,utility_request
I need housekeeping for cleaning,utility_request
Can someone send a wheelchair here,utility_request
Please arrange room cleaning now,utility_request
I need a bedsheet change,utility_request
Could someone bring me a pillow,utility_request
Please send cleaning staff,utility_request
I need an extra blanket because it's cold,utility_request
Can you bring a charger please,utility_request
Please provide a fresh pillow,utility_request
I need housekeeping to clean the room,utility_request
Can someone bring a bedsheet,utility_request
Please send a blanket to my room,utility_request
I need an extra pillow right now,utility_request
I need some socks,utility_request
What is the status of my request,status_query
Has the nurse been assigned,status_query
Is my food approved,status_query
Did someone come for my request,status_query
What happened to my request,status_query
Has my meal been approved,status_query
Is the nurse coming,status_query
What is happening with my request,status_query
Did housekeeping accept my request,status_query
Has the doctor responded,status_query
Is my request still pending,status_query
Has someone been assigned to help me,status_query
What is the progress of my request,status_query
Did anyone check my request,status_query
Is my food request approved,status_query
When will my request be completed,status_query
Is there an update on my request,status_query
Did the nurse receive my request,status_query
Has my request been processed,status_query
Can you check my request status,status_query
Has someone started working on my request,status_query
Is my request being handled,status_query
Can you tell me what happened to my request,status_query
Did someone accept my request,status_query
Has my service request been assigned,status_query
Is there any update about my request,status_query
Can you tell me the progress of my request,status_query
Has the staff received my request,status_query
Did my request get approved,status_query
Is someone coming to help me,status_query
Can you check if my request is completed,status_query
What is the update on my service request,status_query
Did housekeeping start the cleaning,status_query
Is my nurse request confirmed,status_query
Has my request been accepted,status_query
Can you tell me if someone is coming,status_query
Is my earlier request still active,status_query
Has the nurse responded to my request,status_query
Did anyone take my request,status_query
Can you check if my request is in progress,status_query
Has someone been notified about my request,status_query
Did the doctor see my request,status_query
Can you confirm my request status,status_query
Is my request waiting for approval,status_query
Did someone review my request,status_query
Is my food request in progress,status_query
Has my request reached the staff,status_query
Can you give me an update on my request,status_query
Did someone get my service request,status_query
Is there progress on my request,status_query
Please scan this report,document_submission
Upload this medical report,document_submission
Digitize this prescription,document_submission
Please scan this document,document_submission
I want to upload my medical report,document_submission
Please digitize this report,document_submission
Scan this hospital document,document_submission
Please upload this prescription,document_submission
Can you scan my report,document_submission
I want this document digitized,document_submission
Please process this medical record,document_submission
Upload this hospital document,document_submission
Digitize this test report,document_submission
Please scan my medical paper,document_submission
Can you upload this report,document_submission
Please convert this report to digital format,document_submission
I want to submit this report,document_submission
Please scan my prescription,document_submission
Upload this medical document,document_submission
Please digitize this hospital report,document_submission
Can you scan this medical document,document_submission
I want to upload my prescription,document_submission
Please scan this test report,document_submission
Could you digitize this report,document_submission
Please upload this lab report,document_submission
I need this document scanned,document_submission
Can you digitize this medical paper,document_submission
Please upload my hospital records,document_submission
Scan this prescription for me,document_submission
I want this medical document uploaded,document_submission
Please process this hospital report,document_submission
Can you upload my lab results,document_submission
Please scan and store this report,document_submission
I want to digitize this prescription,document_submission
Please upload this medical paper,document_submission
Scan this document and save it,document_submission
Please convert this report to digital form,document_submission
Can you scan this prescription document,document_submission
Upload this health report,document_submission
Please digitize this medical record,document_submission
Hello,general_conversation
Hi there,general_conversation
How are you,general_conversation
How are you doing today,general_conversation
What is your name,general_conversation
Can you talk with me,general_conversation
I feel bored,general_conversation
Let's talk for a bit,general_conversation
Can you chat with me,general_conversation
I want to talk,general_conversation
Can we have a conversation,general_conversation
Tell me something interesting,general_conversation
Tell me something fun,general_conversation
Tell me a joke,general_conversation
Do you know any jokes,general_conversation
Say something funny,general_conversation
Make me laugh,general_conversation
I feel lonely,general_conversation
Can you keep me company,general_conversation
Talk to me,general_conversation
Can you tell me a story,general_conversation
Tell me a short story,general_conversation
Do you know any stories,general_conversation
What time is it,general_conversation
What day is today,general_conversation
What is the weather today,general_conversation
How is your day going,general_conversation
Are you doing well,general_conversation
Are you a robot,general_conversation
What can you do,general_conversation
Can you help me pass time,general_conversation
I want to chat,general_conversation
Let's talk,general_conversation
Do you like talking,general_conversation
Are you listening,general_conversation
Are you still there,general_conversation
Can you hear me,general_conversation
Can we talk for a while,general_conversation
Tell me something cool,general_conversation
Say something interesting,general_conversation
Can you entertain me,general_conversation
I'm feeling bored,general_conversation
I need someone to talk to,general_conversation
Can you say something funny,general_conversation
Let's have a chat,general_conversation
Talk with me,general_conversation
Tell me something nice,general_conversation
Do you like helping people,general_conversation
Can you tell me a fact,general_conversation
Give me a fun fact,general_conversation
Tell me a random fact,general_conversation
Say something smart,general_conversation
What do you know,general_conversation
What are you capable of,general_conversation
Can you explain what you do,general_conversation
Do you understand me,general_conversation
Are you intelligent,general_conversation
Are you an AI,general_conversation
What is artificial intelligence,general_conversation
Can you answer questions,general_conversation
Can you talk like a human,general_conversation
Do you learn from people,general_conversation
What languages do you speak,general_conversation
Can you speak my language,general_conversation
Are you friendly,general_conversation
Are you helpful,general_conversation
Tell me something new,general_conversation
Give me something to think about,general_conversation
Let's discuss something,general_conversation
Can we talk about something fun,general_conversation
Do you like chatting,general_conversation
Do you enjoy conversations,general_conversation
Say hello,general_conversation
Greet me,general_conversation
Good morning,general_conversation
Good evening,general_conversation
Good night,general_conversation
Nice to meet you,general_conversation
How is everything,general_conversation
How are things going,general_conversation
What are you doing,general_conversation
Are you busy,general_conversation
Can you spare a minute,general_conversation
Let's spend some time talking,general_conversation
Keep me entertained,general_conversation
Tell me something interesting about science,general_conversation
Do you know about space,general_conversation
Tell me something about technology,general_conversation
What do you know about AI,general_conversation
Explain something cool,general_conversation
Share a fun fact,general_conversation
Tell me something random,general_conversation
Can we talk about something interesting,general_conversation
Let's have a friendly chat,general_conversation
Speak with me,general_conversation
Tell me something fun today,general_conversation
I just want to talk,general_conversation
Can we chat casually,general_conversation
Say something interesting,general_conversation
Let's talk about anything,general_conversation
